flight_id,flight_number,airline_iata,aircraft_type,flight_date,scheduled_departure,destination_airport,distance_km,passengers,fuel_kg,flight_type
FLT_20250825_0046,KL3507,KL,A320,2025-08-25,13:30,FCO,1904,108,4062,european
FLT_20250825_0047,W63095,W6,A320,2025-08-25,15:00,TLS,598,165,4659,domestic
FLT_20250825_0048,KL1762,KL,A320,2025-08-25,14:30,LHR,1420,143,3764,european
FLT_20250825_0049,BA4535,BA,A333,2025-08-25,07:00,FCO,1786,108,3026,european
FLT_20250825_0050,FR3301,FR,A333,2025-08-25,06:45,FCO,1149,129,2115,european
FLT_20250825_0051,AF482,AF,B738,2025-08-25,17:45,BCN,1099,142,4172,european
FLT_20250825_0052,KL2362,KL,A320,2025-08-25,11:30,TLS,314,147,7573,domestic
FLT_20250825_0053,U22746,U2,B738,2025-08-25,19:15,MAD,647,145,5950,european
FLT_20250825_0054,LH1803,LH,A320,2025-08-25,15:45,LHR,1859,91,5537,international
FLT_20250825_0055,U27007,U2,A320,2025-08-25,15:00,BCN,1462,155,4084,domestic
FLT_20250825_0056,W61155,W6,B738,2025-08-25,06:15,LYS,1437,98,6014,european
FLT_20250825_0057,LH412,LH,A320,2025-08-25,08:00,MUC,643,132,3803,domestic
FLT_20250825_0058,LH2870,LH,B738,2025-08-25,20:45,MAD,907,152,3327,domestic
FLT_20250825_0059,FR468,FR,A320,2025-08-25,11:15,MAD,1608,160,6942,domestic
FLT_20250825_0060,BA4349,BA,B738,2025-08-25,12:30,LHR,662,174,6902,international
FLT_20250825_0061,BA2386,BA,A333,2025-08-25,22:00,LHR,715,175,7280,international
FLT_20250825_0062,KL1564,KL,B738,2025-08-25,06:45,BCN,1287,98,6615,domestic
FLT_20250825_0063,FR4490,FR,A320,2025-08-25,06:15,TLS,1140,152,6709,international
FLT_20250825_0064,BA8266,BA,A333,2025-08-25,15:45,TLS,1773,169,2886,international
FLT_20250825_0065,KL467,KL,A333,2025-08-25,23:15,BCN,1409,128,6245,international
FLT_20250825_0066,LH2773,LH,A320,2025-08-25,13:15,NCE,954,123,4371,european
FLT_20250825_0067,W67209,W6,B738,2025-08-25,10:30,BCN,844,107,4618,domestic
FLT_20250825_0068,KL8881,KL,B738,2025-08-25,06:15,LYS,371,123,4984,international
FLT_20250825_0069,KL399,KL,B738,2025-08-25,17:00,MAD,455,162,2667,domestic
FLT_20250825_0070,U23877,U2,A333,2025-08-25,06:00,FCO,945,163,5241,european
FLT_20250825_0071,U23091,U2,B738,2025-08-25,21:45,NCE,1555,147,5497,international
FLT_20250825_0072,W62865,W6,B738,2025-08-25,09:45,MUC,334,171,7349,domestic
FLT_20250825_0073,W61909,W6,A333,2025-08-25,14:30,BCN,1554,146,6754,european
FLT_20250825_0074,W64259,W6,A320,2025-08-25,15:00,MUC,1340,91,3693,european
FLT_20250825_0075,LH6138,LH,A333,2025-08-25,06:30,FCO,1640,92,5113,international
FLT_20250825_0076,FR5982,FR,B738,2025-08-25,17:45,FRA,1935,150,5757,international
FLT_20250825_0077,AF1532,AF,B738,2025-08-25,23:00,TLS,1466,153,5924,european
FLT_20250825_0078,AF4992,AF,B738,2025-08-25,19:00,FCO,810,116,7063,international
FLT_20250825_0079,KL4482,KL,B738,2025-08-25,12:00,BCN,1282,156,5486,domestic
FLT_20250825_0080,U26972,U2,A333,2025-08-25,15:30,FRA,1096,102,2496,international
FLT_20250825_0081,BA401,BA,B738,2025-08-25,14:45,MAD,1060,151,3324,european
FLT_20250825_0082,BA6080,BA,A320,2025-08-25,21:30,MUC,1208,86,5764,european
FLT_20250825_0083,FR6179,FR,A320,2025-08-25,12:30,MUC,1067,179,6035,domestic
FLT_20250825_0084,KL7756,KL,B738,2025-08-25,22:00,BCN,917,126,6043,european
FLT_20250825_0085,LH9725,LH,B738,2025-08-25,08:45,LYS,1665,123,4171,european
FLT_20250825_0086,AF9201,AF,A333,2025-08-25,18:00,BCN,341,127,4079,international
FLT_20250825_0087,KL893,KL,A333,2025-08-25,18:30,NCE,866,81,5587,international
FLT_20250825_0088,FR188,FR,A333,2025-08-25,06:30,LHR,585,140,3542,domestic
FLT_20250825_0089,W68249,W6,A333,2025-08-25,22:30,AMS,625,172,5830,international
FLT_20250825_0090,FR5452,FR,A320,2025-08-25,19:45,FCO,819,98,5255,european
FLT_20250825_0091,AF4259,AF,A333,2025-08-25,21:30,LYS,1829,131,7294,european
FLT_20250825_0092,AF6774,AF,B738,2025-08-25,20:00,MAD,507,88,6434,domestic
FLT_20250825_0093,LH7040,LH,B738,2025-08-25,17:15,NCE,1598,92,2403,european
FLT_20250825_0094,FR1121,FR,A333,2025-08-25,19:15,AMS,855,102,6050,domestic
FLT_20250825_0095,FR8091,FR,A333,2025-08-25,17:00,TLS,938,179,5245,european
FLT_20250825_0096,KL4366,KL,A320,2025-08-25,11:45,MAD,998,123,2981,domestic
FLT_20250825_0097,AF481,AF,A320,2025-08-25,21:30,NCE,523,160,4228,domestic
FLT_20250825_0098,FR2642,FR,A320,2025-08-25,06:00,LYS,1402,134,5994,international
FLT_20250825_0099,AF9140,AF,A320,2025-08-25,09:15,MUC,1460,148,3767,european
FLT_20250825_0100,KL1361,KL,B738,2025-08-25,08:45,FRA,716,98,6829,domestic
FLT_20250825_0101,U24434,U2,A333,2025-08-25,16:45,AMS,1734,157,5779,european
FLT_20250825_0102,LH4306,LH,A320,2025-08-25,11:30,AMS,900,101,4644,domestic
FLT_20250825_0103,LH3995,LH,A320,2025-08-25,19:30,LHR,1254,128,2329,domestic
FLT_20250825_0104,W61396,W6,A333,2025-08-25,06:15,MUC,860,162,4956,european
FLT_20250825_0105,KL852,KL,B738,2025-08-25,22:30,MAD,1172,143,3571,international
FLT_20250825_0106,W65319,W6,B738,2025-08-25,17:30,TLS,1071,129,2637,international
FLT_20250825_0107,KL4160,KL,A320,2025-08-25,15:45,NCE,1798,96,3445,international
FLT_20250825_0108,AF6944,AF,A320,2025-08-25,06:15,LHR,789,155,7820,international
FLT_20250825_0109,AF1997,AF,A320,2025-08-25,23:30,FCO,1547,81,5417,domestic
FLT_20250825_0110,LH910,LH,B738,2025-08-25,07:00,NCE,1169,158,6656,european
FLT_20250825_0111,FR6593,FR,A333,2025-08-25,18:30,AMS,1629,123,6965,european
FLT_20250825_0112,W69243,W6,B738,2025-08-25,14:30,NCE,1428,125,6897,european
FLT_20250825_0113,W67080,W6,A320,2025-08-25,13:00,NCE,887,88,3417,european
FLT_20250825_0114,FR5498,FR,A320,2025-08-25,21:30,FRA,1978,95,3520,european
FLT_20250825_0115,FR223,FR,A333,2025-08-25,21:45,LHR,1320,87,3244,domestic
FLT_20250825_0116,W61272,W6,A320,2025-08-25,23:00,AMS,843,152,4533,international
FLT_20250825_0117,FR9521,FR,A320,2025-08-25,13:00,MUC,761,135,5453,international
FLT_20250825_0118,U2375,U2,A333,2025-08-25,16:00,LHR,1786,141,3076,international
FLT_20250825_0119,AF648,AF,A320,2025-08-25,19:15,LHR,366,130,3939,domestic
FLT_20250825_0120,U21654,U2,B738,2025-08-25,20:00,FRA,586,174,2207,european
FLT_20250825_0121,U28250,U2,A333,2025-08-25,16:30,LHR,1678,143,6769,european
FLT_20250825_0122,AF685,AF,A320,2025-08-25,15:30,FRA,1470,176,7456,domestic
FLT_20250825_0123,W63218,W6,A320,2025-08-25,17:00,MAD,784,136,5538,international
FLT_20250825_0124,BA6473,BA,A320,2025-08-25,18:00,NCE,901,120,2063,international
FLT_20250825_0125,AF5961,AF,A333,2025-08-25,07:30,LHR,893,131,2740,international
FLT_20250825_0126,KL5785,KL,A320,2025-08-25,18:45,LYS,1392,161,5825,european
FLT_20250825_0127,BA9838,BA,B738,2025-08-25,06:00,LYS,1050,147,4164,domestic
FLT_20250825_0128,W66429,W6,A320,2025-08-25,08:30,FCO,1604,162,5919,domestic
FLT_20250825_0129,W61657,W6,A333,2025-08-25,16:00,FCO,592,137,7222,international
FLT_20250825_0130,KL3810,KL,B738,2025-08-25,23:30,NCE,1384,130,7914,european
FLT_20250825_0131,FR4039,FR,B738,2025-08-25,10:00,AMS,1606,122,4239,domestic
FLT_20250825_0132,AF1944,AF,A333,2025-08-25,08:00,BCN,1287,158,7991,european
FLT_20250825_0133,KL7637,KL,A320,2025-08-25,10:00,AMS,897,133,2717,domestic
FLT_20250825_0134,KL4530,KL,A333,2025-08-25,20:15,NCE,1258,144,6074,european
FLT_20250825_0135,LH9024,LH,B738,2025-08-25,17:30,FRA,1967,174,7185,international
FLT_20250825_0136,LH9226,LH,A320,2025-08-25,19:45,LHR,821,167,5683,international
FLT_20250825_0137,BA9456,BA,A320,2025-08-25,07:00,AMS,1315,171,6843,domestic
FLT_20250825_0138,W66367,W6,A320,2025-08-25,06:15,FCO,1964,107,5616,domestic
FLT_20250825_0139,U27612,U2,A333,2025-08-25,21:00,MAD,1192,136,2103,european
FLT_20250825_0140,U29091,U2,A333,2025-08-25,09:00,MUC,923,152,4318,international
FLT_20250825_0141,KL1660,KL,B738,2025-08-25,07:15,AMS,1232,87,3430,european
FLT_20250825_0142,U22127,U2,A320,2025-08-25,06:00,AMS,1908,81,4184,international
FLT_20250825_0143,AF8479,AF,A320,2025-08-25,13:30,LHR,1755,161,7935,domestic
FLT_20250825_0144,BA4438,BA,A320,2025-08-25,19:45,MUC,1235,94,2401,domestic
FLT_20250825_0145,U29437,U2,A320,2025-08-25,06:45,LYS,1400,88,4869,domestic
FLT_20250825_0146,AF9883,AF,A333,2025-08-25,10:45,TLS,797,167,3099,european
FLT_20250825_0147,BA4860,BA,B738,2025-08-25,20:00,TLS,1139,139,7202,domestic
FLT_20250825_0148,AF8789,AF,B738,2025-08-25,20:00,NCE,1581,103,2460,european
FLT_20250825_0149,AF8626,AF,A320,2025-08-25,15:00,BCN,513,128,4178,european
FLT_20250825_0150,U29805,U2,A333,2025-08-25,08:00,LYS,1071,87,5309,european
FLT_20250825_0151,AF2938,AF,A333,2025-08-25,20:00,BCN,312,106,3062,international
FLT_20250825_0152,U2999,U2,B738,2025-08-25,10:45,MUC,423,100,5622,international
FLT_20250825_0153,U27795,U2,A320,2025-08-25,13:30,AMS,1538,156,6985,international
FLT_20250825_0154,BA7750,BA,B738,2025-08-25,11:45,LYS,1851,100,2935,european
FLT_20250825_0155,W68477,W6,B738,2025-08-25,12:00,LYS,1645,167,5556,domestic
FLT_20250825_0156,AF6741,AF,A320,2025-08-25,07:15,LYS,925,176,7076,domestic
FLT_20250825_0157,BA9891,BA,A333,2025-08-25,11:15,AMS,336,96,4928,international
FLT_20250825_0158,U21250,U2,B738,2025-08-25,06:45,LHR,403,99,2304,european
FLT_20250825_0159,LH7308,LH,A320,2025-08-25,10:45,NCE,1628,115,4241,international
FLT_20250825_0160,LH1622,LH,B738,2025-08-25,09:45,MAD,1850,84,2467,european
FLT_20250825_0161,AF1002,AF,A333,2025-08-25,09:30,TLS,1590,82,7315,domestic
FLT_20250825_0162,LH2410,LH,B738,2025-08-25,07:45,MUC,666,132,7408,domestic
FLT_20250825_0163,W67287,W6,A320,2025-08-25,07:45,BCN,1538,125,5356,domestic
FLT_20250825_0164,FR143,FR,A333,2025-08-25,16:15,LYS,1604,85,5668,domestic
FLT_20250825_0165,KL7659,KL,A320,2025-08-25,06:15,MAD,332,130,7380,international
FLT_20250825_0166,LH1672,LH,B738,2025-08-25,07:45,FRA,1990,129,6286,european
FLT_20250825_0167,AF9679,AF,A320,2025-08-25,14:15,NCE,716,88,3253,domestic
FLT_20250825_0168,KL3855,KL,A333,2025-08-25,10:30,FRA,1610,118,3303,european
FLT_20250825_0169,U26468,U2,A333,2025-08-25,19:30,FCO,958,120,2387,domestic
FLT_20250825_0170,KL3903,KL,B738,2025-08-25,09:15,MAD,1037,152,4838,european
FLT_20250825_0171,W67093,W6,B738,2025-08-25,06:00,BCN,1660,179,5371,international
FLT_20250825_0172,AF1429,AF,B738,2025-08-25,20:30,MAD,1304,80,4174,domestic
FLT_20250825_0173,BA7287,BA,A320,2025-08-25,19:15,MAD,788,170,4642,european
FLT_20250825_0174,KL8633,KL,B738,2025-08-25,18:15,FRA,947,137,7316,domestic
FLT_20250825_0175,W64873,W6,A333,2025-08-25,20:00,AMS,1328,131,4430,domestic
FLT_20250825_0176,LH6935,LH,A320,2025-08-25,13:00,FCO,1436,155,3720,domestic
FLT_20250825_0177,FR8319,FR,A333,2025-08-25,23:30,BCN,1845,129,5371,domestic
FLT_20250825_0178,AF8783,AF,A333,2025-08-25,15:00,MAD,300,147,6894,international
FLT_20250825_0179,BA1049,BA,A320,2025-08-25,19:30,MAD,1932,165,2346,domestic
FLT_20250825_0180,LH344,LH,A320,2025-08-25,22:45,AMS,1588,130,4654,domestic
FLT_20250826_0001,LH6667,LH,B738,2025-08-26,10:15,MAD,490,134,2232,european
FLT_20250826_0002,FR1281,FR,A333,2025-08-26,08:30,FCO,1477,172,7136,european
FLT_20250826_0003,W67017,W6,A320,2025-08-26,14:00,MUC,1317,177,2811,european
FLT_20250826_0004,KL9461,KL,A320,2025-08-26,07:15,LHR,899,82,2094,domestic
FLT_20250826_0005,KL4576,KL,A333,2025-08-26,19:15,LHR,1015,109,7872,european
FLT_20250826_0006,W63418,W6,A320,2025-08-26,09:00,LHR,1645,180,6910,domestic
FLT_20250826_0007,LH1411,LH,A333,2025-08-26,07:15,BCN,584,93,2887,european
FLT_20250826_0008,LH9526,LH,A320,2025-08-26,18:00,FCO,512,130,7520,european
FLT_20250826_0009,BA1494,BA,A333,2025-08-26,21:30,FCO,936,95,4349,domestic
FLT_20250826_0010,BA6283,BA,B738,2025-08-26,22:30,MAD,913,149,3953,european
FLT_20250826_0011,W66729,W6,A333,2025-08-26,20:00,LYS,1808,101,6633,international
FLT_20250826_0012,BA1631,BA,A320,2025-08-26,06:30,NCE,1751,171,5042,european
FLT_20250826_0013,U26410,U2,A333,2025-08-26,11:45,TLS,1810,159,5400,european
FLT_20250826_0014,U2561,U2,A320,2025-08-26,20:45,LHR,951,137,7502,european
FLT_20250826_0015,U27254,U2,A320,2025-08-26,23:30,FCO,1379,144,3539,european
FLT_20250826_0016,BA3176,BA,A320,2025-08-26,12:15,FRA,995,180,4520,domestic
FLT_20250826_0017,KL2632,KL,A320,2025-08-26,18:15,FCO,332,128,4710,domestic
FLT_20250826_0018,U29092,U2,A333,2025-08-26,08:45,FRA,832,151,4872,international
FLT_20250826_0019,BA7394,BA,A320,2025-08-26,12:45,MAD,1847,150,5583,european
FLT_20250826_0020,W68822,W6,A320,2025-08-26,14:45,BCN,1105,148,6376,european
FLT_20250826_0021,W69786,W6,B738,2025-08-26,19:30,LHR,1555,112,6101,domestic
FLT_20250826_0022,BA9896,BA,B738,2025-08-26,08:30,LYS,1750,128,3383,domestic
FLT_20250826_0023,U27291,U2,B738,2025-08-26,23:00,MAD,791,87,5205,international
FLT_20250826_0024,KL9132,KL,A333,2025-08-26,18:30,LHR,962,86,4763,european
FLT_20250826_0025,KL236,KL,A320,2025-08-26,07:15,FCO,438,82,7099,european
FLT_20250826_0026,U24450,U2,A333,2025-08-26,13:45,LYS,786,80,6215,european
FLT_20250826_0027,W64969,W6,B738,2025-08-26,07:30,LYS,539,80,5617,international
FLT_20250826_0028,BA4286,BA,A333,2025-08-26,07:30,AMS,530,165,3285,domestic
FLT_20250826_0029,BA4280,BA,B738,2025-08-26,13:45,FCO,715,149,7054,domestic
FLT_20250826_0030,BA5809,BA,A320,2025-08-26,17:30,LHR,1149,173,4178,domestic
FLT_20250826_0031,U2762,U2,B738,2025-08-26,18:45,FRA,379,126,7488,domestic
FLT_20250826_0032,LH3570,LH,A320,2025-08-26,18:30,LYS,1965,83,2603,domestic
FLT_20250826_0033,LH2911,LH,A320,2025-08-26,22:00,FRA,388,103,3946,international
FLT_20250826_0034,U22355,U2,A320,2025-08-26,15:15,MUC,1894,112,3841,domestic
FLT_20250826_0035,KL5878,KL,B738,2025-08-26,07:15,MAD,531,97,4393,european
FLT_20250826_0036,W62541,W6,B738,2025-08-26,14:30,BCN,1222,137,2533,domestic
FLT_20250826_0037,LH2530,LH,A333,2025-08-26,08:45,LHR,378,90,2300,international
FLT_20250826_0038,FR6608,FR,B738,2025-08-26,16:45,BCN,1417,86,3314,domestic
FLT_20250826_0039,LH5805,LH,B738,2025-08-26,06:45,FRA,816,159,7203,domestic
FLT_20250826_0040,KL7364,KL,B738,2025-08-26,23:00,MUC,658,115,2032,international
FLT_20250826_0041,U28250,U2,A320,2025-08-26,06:45,MAD,1636,147,3407,domestic
FLT_20250826_0042,W66552,W6,A333,2025-08-26,15:00,MUC,1098,90,2400,domestic
FLT_20250826_0043,LH8768,LH,A333,2025-08-26,13:00,BCN,435,110,2680,european
FLT_20250826_0044,LH4006,LH,A320,2025-08-26,12:00,FCO,1244,95,2469,domestic
FLT_20250826_0045,FR3260,FR,B738,2025-08-26,17:45,BCN,766,131,4018,european
FLT_20250826_0046,KL9491,KL,A320,2025-08-26,06:45,MAD,1024,177,4229,domestic
FLT_20250826_0047,U25283,U2,A320,2025-08-26,16:00,LYS,1538,129,2306,domestic
FLT_20250826_0048,BA1055,BA,A333,2025-08-26,19:15,AMS,1916,148,7141,domestic
FLT_20250826_0049,AF7749,AF,A320,2025-08-26,06:00,NCE,804,125,3570,domestic
FLT_20250826_0050,FR5662,FR,B738,2025-08-26,23:00,TLS,1912,115,5344,domestic
FLT_20250826_0051,BA7416,BA,A320,2025-08-26,12:30,LYS,1232,122,6832,international
FLT_20250826_0052,W67699,W6,A320,2025-08-26,23:30,NCE,389,123,6745,international
FLT_20250826_0053,LH9666,LH,A320,2025-08-26,22:30,LHR,1126,100,2671,international
FLT_20250826_0054,FR6083,FR,A333,2025-08-26,09:30,MUC,540,152,6922,international
FLT_20250826_0055,AF2719,AF,A333,2025-08-26,20:15,MUC,824,145,2886,domestic
FLT_20250826_0056,FR1440,FR,A333,2025-08-26,09:00,MAD,383,105,2365,european
FLT_20250826_0057,FR5795,FR,B738,2025-08-26,21:30,FCO,1177,113,7076,international
FLT_20250826_0058,LH8647,LH,A333,2025-08-26,08:30,FRA,963,102,7465,european
FLT_20250826_0059,BA6152,BA,A320,2025-08-26,15:45,LHR,1220,114,3765,european
FLT_20250826_0060,U28505,U2,A320,2025-08-26,19:15,MAD,1440,85,4350,european
FLT_20250826_0061,BA444,BA,A333,2025-08-26,11:45,LYS,1800,164,6316,domestic
FLT_20250826_0062,FR5655,FR,A333,2025-08-26,07:00,TLS,517,112,3383,european
FLT_20250826_0063,KL980,KL,A320,2025-08-26,12:45,BCN,511,80,4290,domestic
FLT_20250826_0064,W67252,W6,A333,2025-08-26,19:15,NCE,555,145,5150,domestic
FLT_20250826_0065,W65148,W6,A333,2025-08-26,10:30,MAD,1459,149,4104,domestic
FLT_20250826_0066,LH993,LH,A333,2025-08-26,17:30,LYS,1503,95,7802,international
FLT_20250826_0067,LH3675,LH,A333,2025-08-26,08:00,FRA,501,114,7103,international
FLT_20250826_0068,BA1286,BA,B738,2025-08-26,22:00,MUC,542,129,4344,european
FLT_20250826_0069,FR7008,FR,A320,2025-08-26,17:15,BCN,1929,126,2920,european
FLT_20250826_0070,LH2259,LH,B738,2025-08-26,07:15,AMS,376,136,2180,european
FLT_20250826_0071,AF4345,AF,B738,2025-08-26,06:45,LHR,1695,121,2086,international
FLT_20250826_0072,KL1954,KL,A320,2025-08-26,12:30,AMS,1085,142,3456,domestic
FLT_20250826_0073,KL8315,KL,B738,2025-08-26,22:15,FCO,459,164,6394,domestic
FLT_20250826_0074,LH2961,LH,A333,2025-08-26,13:00,TLS,1622,154,2157,international
FLT_20250826_0075,W68522,W6,A320,2025-08-26,12:00,LHR,1831,101,2152,international
FLT_20250826_0076,KL217,KL,A333,2025-08-26,14:15,AMS,494,160,6049,european
FLT_20250826_0077,U24088,U2,A320,2025-08-26,07:30,TLS,807,144,5599,european
FLT_20250826_0078,AF6792,AF,B738,2025-08-26,11:30,LHR,1506,175,3765,european
FLT_20250826_0079,BA4533,BA,A333,2025-08-26,09:30,BCN,1929,103,3915,european
FLT_20250826_0080,AF2558,AF,B738,2025-08-26,18:00,FRA,1003,131,7478,domestic
FLT_20250826_0081,U21223,U2,A320,2025-08-26,21:45,FRA,1478,120,2369,domestic
FLT_20250826_0082,U2262,U2,B738,2025-08-26,07:45,MUC,1681,138,2155,domestic
FLT_20250826_0083,BA783,BA,A320,2025-08-26,07:30,LYS,1559,110,4886,european
FLT_20250826_0084,W69408,W6,B738,2025-08-26,21:15,AMS,1222,87,3128,european
FLT_20250826_0085,BA5293,BA,A320,2025-08-26,23:00,FCO,1358,160,3997,international
FLT_20250826_0086,LH7629,LH,B738,2025-08-26,10:30,FCO,705,162,7772,european
FLT_20250826_0087,FR3055,FR,A320,2025-08-26,22:00,BCN,1311,92,2436,european
FLT_20250826_0088,AF1158,AF,A320,2025-08-26,17:30,BCN,1290,126,5202,domestic
FLT_20250826_0089,BA374,BA,A333,2025-08-26,14:15,TLS,1895,169,5817,european
FLT_20250826_0090,W69503,W6,A333,2025-08-26,13:15,LYS,1498,101,2436,international
FLT_20250826_0091,FR1995,FR,A320,2025-08-26,19:00,LHR,1736,87,7916,international
FLT_20250826_0092,LH9619,LH,A333,2025-08-26,21:15,FCO,794,170,4727,international
FLT_20250826_0093,FR8006,FR,A320,2025-08-26,16:45,FRA,1354,117,7153,international
FLT_20250826_0094,BA2320,BA,B738,2025-08-26,23:30,TLS,1829,88,3561,international
FLT_20250826_0095,W65181,W6,B738,2025-08-26,14:45,TLS,1034,111,4185,domestic
FLT_20250826_0096,BA4863,BA,A320,2025-08-26,12:45,FRA,1959,136,6025,european
FLT_20250826_0097,FR4826,FR,B738,2025-08-26,09:30,TLS,822,103,7344,european
FLT_20250826_0098,BA4057,BA,B738,2025-08-26,08:30,FCO,874,138,4527,domestic
FLT_20250826_0099,KL8761,KL,A333,2025-08-26,11:30,MUC,996,161,5216,international
FLT_20250826_0100,FR7165,FR,A333,2025-08-26,22:30,AMS,395,137,6944,domestic
FLT_20250826_0101,U26417,U2,B738,2025-08-26,14:45,MAD,1058,179,2562,domestic
FLT_20250826_0102,LH1380,LH,B738,2025-08-26,10:00,BCN,961,102,7566,european
FLT_20250826_0103,W69141,W6,A333,2025-08-26,22:45,MAD,1081,157,7594,international
FLT_20250826_0104,BA5404,BA,A320,2025-08-26,22:45,LHR,613,160,4786,international
FLT_20250826_0105,U29677,U2,A320,2025-08-26,08:30,AMS,895,115,7667,european
FLT_20250826_0106,FR4925,FR,A320,2025-08-26,22:45,FRA,1007,139,5847,european
FLT_20250826_0107,BA7387,BA,A320,2025-08-26,14:15,AMS,1564,99,6806,international
FLT_20250826_0108,KL5310,KL,A333,2025-08-26,15:00,TLS,822,98,3107,international
FLT_20250826_0109,AF9589,AF,A333,2025-08-26,07:00,LYS,1692,81,2248,domestic
FLT_20250826_0110,U25175,U2,A333,2025-08-26,06:15,LYS,1658,175,5006,domestic
FLT_20250826_0111,KL8398,KL,A320,2025-08-26,20:00,FCO,335,178,7926,european
FLT_20250826_0112,W63024,W6,A333,2025-08-26,16:30,FRA,1441,120,6025,european
FLT_20250826_0113,W65789,W6,A333,2025-08-26,18:15,FCO,1176,126,3186,european
FLT_20250826_0114,W67188,W6,A320,2025-08-26,23:45,NCE,1695,136,2603,domestic
FLT_20250826_0115,U22513,U2,A333,2025-08-26,09:00,FCO,1931,176,6600,international
FLT_20250826_0116,BA7672,BA,B738,2025-08-26,19:30,FCO,1999,118,7091,international
FLT_20250826_0117,U26316,U2,B738,2025-08-26,18:15,AMS,848,99,6714,european
FLT_20250826_0118,BA8833,BA,B738,2025-08-26,20:30,TLS,404,97,3241,european
FLT_20250826_0119,AF4342,AF,A333,2025-08-26,16:00,BCN,1622,99,4016,european
FLT_20250826_0120,AF1078,AF,A333,2025-08-26,13:30,BCN,1975,140,2250,domestic
FLT_20250826_0121,BA7041,BA,A333,2025-08-26,10:15,BCN,717,111,6530,international
FLT_20250826_0122,AF8436,AF,A333,2025-08-26,21:15,MAD,1617,98,5799,international
FLT_20250826_0123,BA9066,BA,A333,2025-08-26,19:45,LYS,1814,138,7188,international
FLT_20250826_0124,U22824,U2,A320,2025-08-26,10:00,FCO,1059,87,5039,domestic
FLT_20250826_0125,FR4576,FR,B738,2025-08-26,22:30,NCE,1879,165,3984,international
FLT_20250826_0126,W61823,W6,A320,2025-08-26,06:45,TLS,363,87,2676,domestic
FLT_20250826_0127,KL9812,KL,A333,2025-08-26,15:45,MAD,766,81,3727,european
FLT_20250826_0128,W64821,W6,A320,2025-08-26,14:15,AMS,1809,176,3534,international
FLT_20250826_0129,AF9876,AF,A333,2025-08-26,09:15,LYS,1307,123,4853,domestic
FLT_20250826_0130,W65990,W6,B738,2025-08-26,23:30,FCO,495,88,2552,domestic
FLT_20250826_0131,KL9712,KL,A320,2025-08-26,06:30,FRA,1896,177,5172,international
FLT_20250826_0132,LH7549,LH,A333,2025-08-26,06:15,LYS,1619,160,5369,international
FLT_20250826_0133,W63257,W6,B738,2025-08-26,16:30,FCO,1328,177,5590,european
FLT_20250826_0134,W63991,W6,A320,2025-08-26,23:45,LHR,1564,83,6339,international
FLT_20250826_0135,BA281,BA,A333,2025-08-26,13:15,FCO,1279,134,2451,european
FLT_20250826_0136,U22794,U2,A333,2025-08-26,18:45,MUC,335,144,4235,international
FLT_20250826_0137,FR5995,FR,A333,2025-08-26,08:45,FRA,868,176,7116,european
FLT_20250826_0138,AF8288,AF,A320,2025-08-26,16:15,AMS,1604,170,4626,international
FLT_20250826_0139,W62556,W6,A333,2025-08-26,18:15,BCN,655,98,5886,international
FLT_20250826_0140,FR899,FR,A320,2025-08-26,19:00,LHR,357,159,7597,domestic
FLT_20250826_0141,W67389,W6,B738,2025-08-26,14:30,TLS,768,89,2417,domestic
FLT_20250826_0142,KL5902,KL,A320,2025-08-26,20:30,BCN,1155,173,6935,domestic
FLT_20250826_0143,BA4821,BA,A320,2025-08-26,17:45,MUC,1969,130,3416,european
FLT_20250826_0144,LH3970,LH,A333,2025-08-26,11:45,TLS,1836,121,4957,domestic
FLT_20250826_0145,W63082,W6,A333,2025-08-26,11:00,LYS,507,138,2189,international
FLT_20250826_0146,LH8208,LH,B738,2025-08-26,13:30,BCN,860,99,5735,european
FLT_20250826_0147,BA9611,BA,B738,2025-08-26,10:00,LYS,820,88,3633,european
FLT_20250826_0148,BA399,BA,B738,2025-08-26,11:00,AMS,1581,82,5481,international
FLT_20250826_0149,KL7574,KL,A333,2025-08-26,11:45,AMS,600,97,5450,european
FLT_20250826_0150,W61408,W6,A320,2025-08-26,21:30,BCN,340,139,2957,international
FLT_20250826_0151,KL8348,KL,A333,2025-08-26,16:45,TLS,1718,116,5228,domestic
FLT_20250826_0152,LH6415,LH,A320,2025-08-26,08:15,MUC,1775,95,5130,european
FLT_20250826_0153,W69114,W6,A333,2025-08-26,14:00,FRA,1470,163,3334,domestic
FLT_20250826_0154,LH3915,LH,A333,2025-08-26,10:30,MUC,991,85,6456,domestic
FLT_20250826_0155,W6885,W6,B738,2025-08-26,14:00,MUC,440,92,4109,domestic
FLT_20250826_0156,U26953,U2,A333,2025-08-26,10:30,LYS,361,128,4733,domestic
FLT_20250826_0157,KL9786,KL,B738,2025-08-26,13:30,FCO,1434,147,4854,domestic
FLT_20250826_0158,FR6056,FR,B738,2025-08-26,07:00,FRA,505,115,3932,international
FLT_20250826_0159,KL6362,KL,A333,2025-08-26,20:15,FRA,776,84,4620,domestic
FLT_20250826_0160,BA1490,BA,B738,2025-08-26,14:00,TLS,670,161,4314,european
FLT_20250826_0161,BA7067,BA,A333,2025-08-26,14:15,FCO,1873,137,6533,european
FLT_20250826_0162,BA3928,BA,B738,2025-08-26,07:15,MAD,1544,127,5567,european
